"gid","osm_id","class_id","source","target","length","reverse","maxspeed_forward","maxspeed_backward","priority","geom"
"4136","300555657","108","9906988369","1177761313","8.184226149852808","1",,,"1.4","LINESTRING(126.6538133 45.7501548, 126.6537585 45.7501206)"
"4137","300555657","108","1177761313","5913132471","155.6831060159788","1",,,"1.4","LINESTRING(126.6537585 45.7501206, 126.6527031 45.7494803)"
"4138","300555657","108","5913132471","3046359150","151.79599101406652","1",,,"1.4","LINESTRING(126.6527031 45.7494803, 126.6516764 45.7488541)"
"4139","300555657","108","3046359150","3046410161","151.2050501786576","1",,,"1.4","LINESTRING(126.6516764 45.7488541, 126.6506565 45.7482281)"
"4140","300555657","108","3046410161","3287346790","226.63294198382212","1",,,"1.4","LINESTRING(126.6506565 45.7482281, 126.6491343 45.7472847)"
"4141","300555657","108","3287346790","406122637","12.431598941252085","1",,,"1.4","LINESTRING(126.6491343 45.7472847, 126.6490461 45.7472369)"
"4142","300555657","108","406122637","4163884266","19.62396844219573","1",,,"1.4","LINESTRING(126.6490461 45.7472369, 126.6489128 45.7471564)"
"4143","300555657","108","4163884266","3287346789","10.667404837879843","1",,,"1.4","LINESTRING(126.6489128 45.7471564, 126.6488414 45.7471118)"
"4144","300555657","108","3287346789","3046660171","223.94846322167783","1",,,"1.4","LINESTRING(126.6488414 45.7471118, 126.6473419 45.7461759)"
"4145","300555657","108","3046660171","3046649832","183.40481604648616","1",,,"1.4","LINESTRING(126.6473419 45.7461759, 126.6461139 45.7454094)"
"4146","300555657","108","3046649832","9921269544","357.27420682821884","1",,,"1.4","LINESTRING(126.6461139 45.7454094, 126.6437335 45.7439071)"
"4147","300555657","108","9921269544","3046400394","19.838232621140385","1",,,"1.4","LINESTRING(126.6437335 45.7439071, 126.6436013 45.7438237)"
"4148","300557224","110","3046296611","5913132524","345.9447211971647","1",,,"1.6","LINESTRING(126.6578323 45.7566119, 126.6558968 45.7549155)"
"4149","300557224","110","5913132524","9066287226","341.3937869460516","1",,,"1.6","LINESTRING(126.6558968 45.7549155, 126.6539867 45.7532414)"
"4150","300557224","110","9066287226","9066287227","198.06249374106525","1",,,"1.6","LINESTRING(126.6539867 45.7532414, 126.6528786 45.7522701)"
"4151","300557224","110","9066287227","3046296612","197.28796020382495","1",,,"1.6","LINESTRING(126.6528786 45.7522701, 126.6517748 45.7513026)"
"4152","300559044","110","3046327616","3107941945","175.53124872190355","1",,,"1.6","LINESTRING(126.6586945 45.7513508, 126.6575165 45.7506194)"
"4153","300559044","110","3107941945","3107941944","190.19301770572204","1",,,"1.6","LINESTRING(126.6575165 45.7506194, 126.6562401 45.7498269)"
"4154","300559044","110","3107941944","3107941943","168.31203337238452","1",,,"1.6","LINESTRING(126.6562401 45.7498269, 126.6551105 45.7491256)"
"4155","300559044","110","3107941943","9906988380","11.141164470418422","1",,,"1.6","LINESTRING(126.6551105 45.7491256, 126.6550357 45.7490792)"
"4156","300559044","110","9906988380","5913132472","154.56700414963657","1",,,"1.6","LINESTRING(126.6550357 45.7490792, 126.6539983 45.7484352)"
"4157","300559044","110","5913132472","3046359151","153.37526704510773","1",,,"1.6","LINESTRING(126.6539983 45.7484352, 126.6529691 45.747796)"
"4158","300559044","110","3046359151","3046408682","146.7068174056924","1",,,"1.6","LINESTRING(126.6529691 45.747796, 126.6519845 45.7471847)"
"4159","300559045","110","3046327618","3152582615","170.22776011809054","1",,,"1.6","LINESTRING(126.6599973 45.7503183, 126.6588454 45.7496165)"
"4160","300559045","110","3152582615","3107941942","197.61077314886708","1",,,"1.6","LINESTRING(126.6588454 45.7496165, 126.6575082 45.7488018)"
"4161","300559045","110","3107941942","3107941941","170.32642600729173","1",,,"1.6","LINESTRING(126.6575082 45.7488018, 126.6563556 45.7480996)"
"4162","300559045","110","3107941941","9906988381","9.97241551632219","1",,,"1.6","LINESTRING(126.6563556 45.7480996, 126.6562881 45.7480585)"
"4163","300559045","110","9906988381","5913132473","153.48463260123825","1",,,"1.6","LINESTRING(126.6562881 45.7480585, 126.6552495 45.7474257)"
"4164","300559045","110","5913132473","3046359152","148.26807494148707","1",,,"1.6","LINESTRING(126.6552495 45.7474257, 126.6542462 45.7468144)"
"4165","300559045","110","3046359152","3046410162","149.02865912363723","1",,,"1.6","LINESTRING(126.6542462 45.7468144, 126.6532377 45.7462)"
"4166","300559045","110","3046410162","3287346787","226.69795681113195","1",,,"1.6","LINESTRING(126.6532377 45.7462, 126.6517037 45.7452653)"
"4167","300559413","110","3046333300","9066287225","250.60194552272227","1",,,"1.6","LINESTRING(126.6559267 45.7535441, 126.6574144 45.7523652)"
"4168","300559413","110","9066287225","9905394676","138.18585990446147","1",,,"1.6","LINESTRING(126.6574144 45.7523652, 126.6582347 45.7517151)"
"4169","300559413","110","9905394676","3046327616","77.44468116231198","1",,,"1.6","LINESTRING(126.6582347 45.7517151, 126.6586945 45.7513508)"
"4170","300559413","110","3046327616","3046327618","219.46541702539193","1",,,"1.6","LINESTRING(126.6586945 45.7513508, 126.6599973 45.7503183)"
"4171","300559413","110","3046327618","1171848319","179.95424309313054","1",,,"1.6","LINESTRING(126.6599973 45.7503183, 126.6610656 45.7494717)"
"4172","300559811","110","3046338304","9066287230","140.96784910468534","1",,,"1.6","LINESTRING(126.6495401 45.7557572, 126.6505196 45.7551972)"
"4173","300559811","110","9066287230","9066287231","105.65092185402872","1",,,"1.6","LINESTRING(126.6505196 45.7551972, 126.651255 45.7547786)"
"4174","300559811","110","9066287231","9066287232","142.67280952591298","1",,,"1.6","LINESTRING(126.651255 45.7547786, 126.6522579 45.7542218)"
"4175","300559811","110","9066287232","9066287233","122.41528747206047","1",,,"1.6","LINESTRING(126.6522579 45.7542218, 126.6531052 45.7537327)"
"4176","300559811","110","9066287233","9066287226","125.59050080869953","1",,,"1.6","LINESTRING(126.6531052 45.7537327, 126.6539867 45.7532414)"
"4177","300559811","110","9066287226","406130934","138.2500782235221","1",,,"1.6","LINESTRING(126.6539867 45.7532414, 126.6549541 45.752698)"
"4178","300559811","110","406130934","3107941947","218.33153052934543","1",,,"1.6","LINESTRING(126.6549541 45.752698, 126.6562291 45.7516581)"
"4179","300559811","110","3107941947","3107941945","219.08420715213285","1",,,"1.6","LINESTRING(126.6562291 45.7516581, 126.6575165 45.7506194)"
"4180","300559811","110","3107941945","3152582615","217.9041492871564","1",,,"1.6","LINESTRING(126.6575165 45.7506194, 126.6588454 45.7496165)"
"4181","300559811","110","3152582615","3287324744","187.96163818647915","1",,,"1.6","LINESTRING(126.6588454 45.7496165, 126.6599512 45.7487261)"
"4182","300560915","110","3107941959","5913132514","259.6537476395132","1",,,"1.6","LINESTRING(126.6593266 45.7591443, 126.6578612 45.7578782)"
"4183","300560915","110","5913132514","9906988393","142.6130372594637","1",,,"1.6","LINESTRING(126.6578612 45.7578782, 126.6570425 45.7571907)"
"4184","300560915","110","9906988393","2839601326","16.15458296896582","1",,,"1.6","LINESTRING(126.6570425 45.7571907, 126.6569498 45.7571128)"
"4185","300560915","110","2839601326","2839601320","345.28042185848733","1",,,"1.6","LINESTRING(126.6569498 45.7571128, 126.6550001 45.7554297)"
"4186","300560915","110","2839601320","9066287233","343.21907719105025","1",,,"1.6","LINESTRING(126.6550001 45.7554297, 126.6531052 45.7537327)"
"4187","300560915","110","9066287233","9906988320","198.01325113101515","1",,,"1.6","LINESTRING(126.6531052 45.7537327, 126.6520024 45.7527692, 126.6519955 45.7527627)"
"4188","300560915","110","9906988320","2839601338","196.87043877979428","1",,,"1.6","LINESTRING(126.6519955 45.7527627, 126.6509386 45.7517733)"
"4189","300560915","110","2839601338","9906988352","13.030988199041678","1",,,"1.6","LINESTRING(126.6509386 45.7517733, 126.6508679 45.7517082)"
"4190","300560915","110","9906988352","5913132469","78.2413854584261","1",,,"1.6","LINESTRING(126.6508679 45.7517082, 126.6503757 45.7513581)"
"4191","300560915","110","5913132469","3046359149","155.69563047456293","1",,,"1.6","LINESTRING(126.6503757 45.7513581, 126.6493412 45.7507013)"
"4192","300560915","110","3046359149","3046410160","152.52704444424296","1",,,"1.6","LINESTRING(126.6493412 45.7507013, 126.6483277 45.7500579)"
"4193","300560915","110","3046410160","3287346795","224.80967050523287","1",,,"1.6","LINESTRING(126.6483277 45.7500579, 126.6467767 45.7491554)"
"4194","300566878","110","3107941948","9709299555","44.87395821859324","-1",,,"1.6","LINESTRING(126.6458644 45.7532417, 126.6461704 45.7530586)"
"4195","300566878","110","9709299555","3046359147","130.06261442545647","-1",,,"1.6","LINESTRING(126.6461704 45.7530586, 126.6470294 45.752506)"
"4196","300566878","110","3046359147","3046359148","174.24425572393622","-1",,,"1.6","LINESTRING(126.6470294 45.752506, 126.6480984 45.7517082)"
"4197","300566878","110","3046359148","3046359149","211.99985610644666","-1",,,"1.6","LINESTRING(126.6480984 45.7517082, 126.6493412 45.7507013)"
"4198","300566878","110","3046359149","9906988322","211.56736792808704","-1",,,"1.6","LINESTRING(126.6493412 45.7507013, 126.6506329 45.7497285)"
"4199","300566878","110","9906988322","3046359150","181.53294362676502","-1",,,"1.6","LINESTRING(126.6506329 45.7497285, 126.6506626 45.7497061, 126.6516764 45.7488541)"
"4200","300566878","110","3046359150","3046359151","221.8102308291351","-1",,,"1.6","LINESTRING(126.6516764 45.7488541, 126.6529691 45.747796)"
"4201","300566878","110","3046359151","3046359152","211.49740767603848","-1",,,"1.6","LINESTRING(126.6529691 45.747796, 126.6542462 45.7468144)"
"4202","300566878","110","3046359152","3046359153","191.43115629655705","-1",,,"1.6","LINESTRING(126.6542462 45.7468144, 126.655358 45.7458989)"
"4203","300567018","110","3046410160","9906988321","208.43773294192758","1",,,"1.6","LINESTRING(126.6483277 45.7500579, 126.6495711 45.749081)"
"4204","300567018","110","9906988321","3046410161","181.96586197418625","1",,,"1.6","LINESTRING(126.6495711 45.749081, 126.6506565 45.7482281)"
"4205","300567018","110","3046410161","3046408682","222.61939717437443","1",,,"1.6","LINESTRING(126.6506565 45.7482281, 126.6519845 45.7471847)"
"4206","300567018","110","3046408682","3046410162","210.08648666127903","1",,,"1.6","LINESTRING(126.6519845 45.7471847, 126.6532377 45.7462)"
"4207","300589782","110","3046659049","3046649831","297.5425937315706","1",,,"1.6","LINESTRING(126.6457922 45.7430705, 126.645747 45.7433759, 126.6474513 45.7443827)"
"4208","300589782","110","3046649831","3046660172","179.98001938025615","1",,,"1.6","LINESTRING(126.6474513 45.7443827, 126.6486853 45.7451117)"
"4209","300589782","110","3046660172","3287346788","219.7172107970325","1",,,"1.6","LINESTRING(126.6486853 45.7451117, 126.6501918 45.7460016)"
"4210","300589785","110","9921269546","3046658944","176.87209085505023","1",,,"1.6","LINESTRING(126.6475332 45.7426121, 126.647553 45.7426996, 126.648635 45.7433857)"
"4211","300589817","110","3451389299","3046658944","198.6228021174939","1",,,"1.6","LINESTRING(126.6496046 45.7423966, 126.6496319 45.7424927, 126.6496104 45.7425863, 126.6495139 45.7427024, 126.648635 45.7433857)"
"4212","300589817","110","3046658944","3046649831","206.53157444475303","1",,,"1.6","LINESTRING(126.648635 45.7433857, 126.6474513 45.7443827)"
"4213","300589817","110","3046649831","3046649832","221.33100530475141","1",,,"1.6","LINESTRING(126.6474513 45.7443827, 126.6461139 45.7454094)"
"4214","300589817","110","3046649832","3046660173","184.8371101146605","1",,,"1.6","LINESTRING(126.6461139 45.7454094, 126.6450231 45.746283)"
"4215","300589817","110","3046660173","3046659733","201.94284639350587","1",,,"1.6","LINESTRING(126.6450231 45.746283, 126.6438313 45.7472374)"
"4216","300589915","110","3046659733","406130907","387.981046477684","1",,,"1.6","LINESTRING(126.6438313 45.7472374, 126.6450331 45.7480059, 126.646259 45.7470342)"
"4217","300589915","110","406130907","3046660171","182.42309486152527","1",,,"1.6","LINESTRING(126.646259 45.7470342, 126.6473419 45.7461759)"
"4218","300589915","110","3046660171","3046660172","226.235868242707","1",,,"1.6","LINESTRING(126.6473419 45.7461759, 126.6486853 45.7451117)"
"4219","300589916","110","3046660173","9921269543","364.38028329030885","1",,,"1.6","LINESTRING(126.6450231 45.746283, 126.642527 45.7448053)"
"4220","300589980","112","406120051","9042365267","12.684683466589751","1",,,"2.5","LINESTRING(126.6443031 45.7508454, 126.6442158 45.7507943)"
"4221","300589980","112","9042365267","3046664602","161.30686663282216","1",,,"2.5","LINESTRING(126.6442158 45.7507943, 126.6431152 45.7501366)"
"4222","300590071","110","3046667745","9066287230","153.79759532344974","1",,,"1.6","LINESTRING(126.6513829 45.7559498, 126.6505196 45.7551972)"
"4223","300590071","110","9066287230","9709299551","167.23540258130544","1",,,"1.6","LINESTRING(126.6505196 45.7551972, 126.6495847 45.7543767)"
"4224","300590071","110","9709299551","3046667746","223.60637167432176","1",,,"1.6","LINESTRING(126.6495847 45.7543767, 126.6491522 45.7539853, 126.6483221 45.7532869)"
"4225","300590072","110","9906881559","3046359147","173.96272988045143","1",,,"1.6","LINESTRING(126.6480775 45.7533148, 126.6470294 45.752506)"
"4226","300590072","110","3046359147","9709299553","198.41992063757718","1",,,"1.6","LINESTRING(126.6470294 45.752506, 126.645665 45.7517057)"
"4227","300590072","110","9709299553","5913132475","172.57315250249903","1",,,"1.6","LINESTRING(126.645665 45.7517057, 126.6445146 45.7509806)"
"4228","300590072","110","5913132475","3046667748","14.325380107886232","1",,,"1.6","LINESTRING(126.6445146 45.7509806, 126.6444199 45.7509198)"
"4229","300590137","110","3046667814","9709299550","216.89082552072554","1",,,"1.6","LINESTRING(126.6473832 45.7538645, 126.6485943 45.7549294)"
"4230","300590137","110","9709299550","3046338304","168.90335954307452","1",,,"1.6","LINESTRING(126.6485943 45.7549294, 126.6495401 45.7557572)"
"4231","300590137","110","3046338304","3046667815","154.5088138476725","1",,,"1.6","LINESTRING(126.6495401 45.7557572, 126.6503716 45.7565326)"
"4232","300590197","110","3046658943","3451391118","245.12362362017896","1",,,"1.6","LINESTRING(126.6475184 45.7424702, 126.6473867 45.7409362)"
"4233","300590242","110","3451391119","9929395467","160.36333016613378","1",,,"1.6","LINESTRING(126.6470332 45.740729, 126.6455983 45.7408181)"
"4234","300590242","110","9929395467","3451436209","93.27662115624483","1",,,"1.6","LINESTRING(126.6455983 45.7408181, 126.645579 45.7408193, 126.6447613 45.7408452)"
"4235","300590242","110","3451436209","3046668298","95.10704257736374","1",,,"1.6","LINESTRING(126.6447613 45.7408452, 126.6439099 45.7408948)"
"4236","300590246","110","9921269517","3046668301","322.6716054855543","1",,,"1.6","LINESTRING(126.6465094 45.739916, 126.6467784 45.7396383, 126.6491921 45.7395341)"
"4237","300590275","110","3046668317","3046671270","254.11475512061133","1",,,"1.6","LINESTRING(126.6492894 45.7354351, 126.650289 45.7368675)"
"4238","300590275","110","3046671270","3046670110","119.28641730224071","1",,,"1.6","LINESTRING(126.650289 45.7368675, 126.6505937 45.7372829, 126.6506383 45.7375624)"
"4239","300590275","110","3046670110","3046668319","153.77638766353115","1",,,"1.6","LINESTRING(126.6506383 45.7375624, 126.6506686 45.7385263)"
"4240","300590304","112","3046660176","3046660177","234.5030031082549","1",,,"2.5","LINESTRING(126.6528869 45.7383961, 126.6527725 45.7382113, 126.652675 45.7381347, 126.65193 45.7370905)"
"4241","300590304","112","3046660177","3046660178","111.06052967315148","1",,,"2.5","LINESTRING(126.65193 45.7370905, 126.6515023 45.7364614)"
"4242","300590304","112","3046660178","3046671133","89.55303007528182","1",,,"2.5","LINESTRING(126.6515023 45.7364614, 126.6511578 45.735954)"
"4243","300590304","112","3046671133","3046660181","178.81769184756052","1",,,"2.5","LINESTRING(126.6511578 45.735954, 126.6507922 45.735427, 126.6506464 45.7354533, 126.6503564 45.7350733)"
"4244","300590317","112","9928949535","3046671267","61.37656191628206","1",,,"2.5","LINESTRING(126.6541881 45.7362479, 126.6537389 45.7363968, 126.6537043 45.7364258)"
"4245","300590317","112","3046671267","3046660177","225.76677599009577","1",,,"2.5","LINESTRING(126.6537043 45.7364258, 126.6536558 45.736483, 126.65193 45.7370905)"
"4246","300590317","112","3046660177","3046670110","162.34481661927714","1",,,"2.5","LINESTRING(126.65193 45.7370905, 126.6507504 45.7375136, 126.6506383 45.7375624)"
"4247","300590331","112","404628444","9928949534","14.123638046209392","1",,,"2.5","LINESTRING(126.6535567 45.7351379, 126.6534421 45.7351759)"
