"gid","osm_id","class_id","source","target","length","reverse","maxspeed_forward","maxspeed_backward","priority","geom"
"3961","279766078","110","3107953604","2839601171","118.61340407292542","1",,,"1.6","LINESTRING(126.6657909 45.7550331, 126.6647275 45.75508)"
"3962","279766078","110","2839601171","3107941953","182.51494856712054","1",,,"1.6","LINESTRING(126.6647275 45.75508, 126.6630912 45.7551521)"
"3963","279766078","110","3107941953","5913132495","114.09582886772802","1",,,"1.6","LINESTRING(126.6630912 45.7551521, 126.6620683 45.7551972)"
"3964","279766078","110","5913132495","5913132494","47.72895974977953","1",,,"1.6","LINESTRING(126.6620683 45.7551972, 126.6616404 45.7552161)"
"3965","279766078","110","5913132494","5913132498","103.52148891204985","1",,,"1.6","LINESTRING(126.6616404 45.7552161, 126.6607123 45.755257)"
"3966","279766078","110","5913132498","2839601219","183.65318022758723","1",,,"1.6","LINESTRING(126.6607123 45.755257, 126.6590658 45.7553296)"
"3967","279766079","117","1179260041","2839601281","253.34329880233523","1",,,"3","LINESTRING(126.6882263 45.7278469, 126.6888076 45.7263109)"
"3968","279766079","117","2839601281","2839601241","255.48019329511126","1",,,"3","LINESTRING(126.6888076 45.7263109, 126.6894093 45.7247648)"
"3969","279766080","110","2476377869","5913132525","51.30710927299086","1",,,"1.6","LINESTRING(126.657253 45.7541636, 126.6568865 45.7543586)"
"3970","279766080","110","5913132525","5913132524","141.53609189147483","1",,,"1.6","LINESTRING(126.6568865 45.7543586, 126.6568735 45.7543659, 126.6558968 45.7549155)"
"3971","279766080","110","5913132524","2839601320","129.20684955074736","1",,,"1.6","LINESTRING(126.6558968 45.7549155, 126.6550001 45.7554297)"
"3972","279766080","110","2839601320","2839601127","118.72978115715816","1",,,"1.6","LINESTRING(126.6550001 45.7554297, 126.6541767 45.7559027)"
"3973","279766080","110","2839601127","2504900708","143.38304745118006","1",,,"1.6","LINESTRING(126.6541767 45.7559027, 126.653165 45.7564589)"
"3974","279766085","105","8096939322","8096939321","573.9981442540086","-1",,,"1.2","LINESTRING(126.7092585 45.6781626, 126.7088112 45.6787147, 126.7086726 45.678879, 126.7085835 45.6790257, 126.7084881 45.6791958, 126.7084367 45.6793276, 126.7083806 45.6795143, 126.7083453 45.6796669, 126.7083327 45.6798288, 126.7083233 45.6801118, 126.7083834 45.6804482, 126.708517 45.6808076, 126.7087218 45.6811283, 126.7090581 45.6815082)"
"3975","279766086","105","3969074132","2839601187","335.3159746658588","-1",,,"1.2","LINESTRING(126.7093516 45.6825266, 126.7088186 45.6823464, 126.7086059 45.6822659, 126.7083588 45.6821724, 126.7081541 45.6820962, 126.7080035 45.6820273, 126.7078936 45.6819673, 126.7077807 45.6818972, 126.7076851 45.6818194, 126.7076178 45.6817429, 126.7075462 45.6816403, 126.7074984 45.6815501, 126.7074611 45.6814446, 126.707445 45.6813453, 126.7074402 45.6812564, 126.7074434 45.681122)"
"3976","279766087","112","2839601274","2839601033","523.6483485875269","-1",,,"2.5","LINESTRING(126.6563465 45.7749169, 126.6563247 45.7750508, 126.656348 45.7751778, 126.6564274 45.775282, 126.6574081 45.7761615, 126.6577817 45.7765719, 126.6581366 45.7770475, 126.6586512 45.7777215)"
"3977","279766087","112","2839601033","5898135972","274.59257298145707","-1",,,"2.5","LINESTRING(126.6586512 45.7777215, 126.658912 45.7781169, 126.6589255 45.7782565, 126.658899 45.7783422, 126.6577311 45.7790167)"
"3978","279766089","110","2839601105","5913132513","261.52833814326334","1",,,"1.6","LINESTRING(126.6584604 45.7596551, 126.6569967 45.758373)"
"3979","279766089","110","5913132513","5913132512","24.231272541794613","1",,,"1.6","LINESTRING(126.6569967 45.758373, 126.6568611 45.7582542)"
"3980","279766089","110","5913132512","9906988392","119.79954802738017","1",,,"1.6","LINESTRING(126.6568611 45.7582542, 126.6561906 45.7576669)"
"3981","279766089","110","9906988392","2839601397","16.335737778192197","1",,,"1.6","LINESTRING(126.6561906 45.7576669, 126.6560992 45.7575868)"
"3982","279766089","110","2839601397","2839601127","343.5117673338578","1",,,"1.6","LINESTRING(126.6560992 45.7575868, 126.6541767 45.7559027)"
"3983","279766089","110","2839601127","9066287232","342.84946694859127","1",,,"1.6","LINESTRING(126.6541767 45.7559027, 126.6522579 45.7542218)"
"3984","279766089","110","9066287232","9906988319","199.84664575245742","1",,,"1.6","LINESTRING(126.6522579 45.7542218, 126.6511394 45.753242)"
"3985","279766089","110","9906988319","2839601312","196.3900502461533","1",,,"1.6","LINESTRING(126.6511394 45.753242, 126.6500403 45.7522791)"
"3986","279766095","112","2839601055","9916570122","337.3596344709198","1",,,"2.5","LINESTRING(126.6658047 45.7370568, 126.6639965 45.7387542)"
"3987","279766095","112","9916570122","406444292","7.611862529020285","1",,,"2.5","LINESTRING(126.6639965 45.7387542, 126.6639575 45.7387934)"
"3988","279766097","112","2839601141","2839601045","124.16603348794635","1",,,"2.5","LINESTRING(126.6748083 45.7756294, 126.6736943 45.7755904)"
"3989","279766097","112","2839601045","6327767438","41.57893997343763","1",,,"2.5","LINESTRING(126.6736943 45.7755904, 126.673698 45.7753299)"
"3990","279766097","112","6327767438","2839601231","448.48312610465985","1",,,"2.5","LINESTRING(126.673698 45.7753299, 126.6736981 45.7753245, 126.6699397 45.7751767, 126.66992 45.7753552)"
"3991","279766097","112","2839601231","2839601220","624.9904111711518","1",,,"2.5","LINESTRING(126.66992 45.7753552, 126.6649708 45.7753154, 126.6645887 45.7753286, 126.6643214 45.7753919)"
"3992","279766097","112","2839601220","3480566610","25.181768614365758","1",,,"2.5","LINESTRING(126.6643214 45.7753919, 126.6641168 45.7754592)"
"3993","279766099","112","2839601206","2839601191","407.62069485314845","1",,,"2.5","LINESTRING(126.6863815 45.7810026, 126.6899956 45.7814131)"
"3994","279766100","112","2839601103","5913128283","231.5960913528553","-1",,,"2.5","LINESTRING(126.6799669 45.731858, 126.6805234 45.7304587)"
"3995","279766100","112","5913128283","6276137396","75.30451044337072","-1",,,"2.5","LINESTRING(126.6805234 45.7304587, 126.6806142 45.7304008, 126.6807682 45.7300297)"
"3996","279766100","112","6276137396","2839601117","111.56129463229725","-1",,,"2.5","LINESTRING(126.6807682 45.7300297, 126.6810002 45.7294674, 126.6809941 45.7294407, 126.6809746 45.7293544)"
"3997","279766101","112","2839601062","9916564008","15.682830241994768","1",,,"2.5","LINESTRING(126.6858569 45.7321134, 126.6857193 45.7321345)"
"3998","279766101","112","9916564008","2839601172","347.12823985427997","1",,,"2.5","LINESTRING(126.6857193 45.7321345, 126.6826677 45.7325823)"
"3999","279766101","112","2839601172","9671714986","112.349015839082","1",,,"2.5","LINESTRING(126.6826677 45.7325823, 126.6816763 45.7327142)"
"4000","279766101","112","9671714986","2839601344","132.61829951119404","1",,,"2.5","LINESTRING(126.6816763 45.7327142, 126.6805093 45.7328814)"
"4001","279766101","112","2839601344","2839601108","229.69104153519416","1",,,"2.5","LINESTRING(126.6805093 45.7328814, 126.6784722 45.7331104)"
"4002","279766101","112","2839601108","5913128278","217.51049032140017","1",,,"2.5","LINESTRING(126.6784722 45.7331104, 126.6765444 45.7328881)"
"4003","279766103","110","2839601168","2839601034","342.1232647987366","1",,,"1.6","LINESTRING(126.6695626 45.7304982, 126.672509 45.7311084)"
"4004","279766103","110","2839601034","5913132389","430.48723753188654","1",,,"1.6","LINESTRING(126.672509 45.7311084, 126.6762076 45.7318966)"
"4005","279766103","110","5913132389","2839601306","80.04297403726507","1",,,"1.6","LINESTRING(126.6762076 45.7318966, 126.6768944 45.7320452)"
"4006","279766106","114","2839601124","6790359118","3312.569843099795","1",,,"5","LINESTRING(126.6255077 45.7938066, 126.6256554 45.7940707, 126.6271003 45.7956084, 126.6322989 45.8006503, 126.6385623 45.8067345, 126.6398641 45.8077164, 126.6429816 45.809348, 126.6434306 45.8095364, 126.643989 45.8097283, 126.6440826 45.8097568)"
"4007","279766106","114","6790359118","6620380048","11.197142177537705","1",,,"5","LINESTRING(126.6440826 45.8097568, 126.6441715 45.8097896)"
"4008","279766106","114","6620380048","6620380024","985.388635031909","1",,,"5","LINESTRING(126.6441715 45.8097896, 126.6446108 45.809898, 126.6526277 45.8116128)"
"4055","300159884","108","2477347647","5509696658","155.5915732444816","-1",,,"1.4","LINESTRING(126.6961352 45.7420222, 126.6963658 45.7428801, 126.6963906 45.7429812)"
"4056","300159884","108","5509696658","5509696656","42.613164690294376","-1",,,"1.4","LINESTRING(126.6963906 45.7429812, 126.6964661 45.7432431)"
"4009","279766106","114","6620380024","6620380047","5102.1598128297865","1",,,"5","LINESTRING(126.6526277 45.8116128, 126.6542285 45.8120169, 126.6556527 45.8122538, 126.6620322 45.8124708, 126.6657037 45.8127863, 126.6682869 45.8128585, 126.6700838 45.8128472, 126.6708137 45.8127969, 126.6715543 45.8126944, 126.6723239 45.8125633, 126.6730291 45.812335, 126.6735334 45.812021, 126.6739303 45.811662, 126.6741878 45.8113105, 126.6744023 45.8109441, 126.6744989 45.8104655, 126.6745311 45.8099868, 126.6744667 45.8095381, 126.6743487 45.8090894, 126.6741821 45.8086025, 126.6739619 45.8081156, 126.6737095 45.8077184, 126.6734142 45.8073213, 126.6726535 45.8066621, 126.6716129 45.8059932, 126.6702911 45.8055026, 126.6627875 45.8038997, 126.657808 45.80262)"
"4010","279766106","114","6620380047","6790359120","979.9095843294139","1",,,"5","LINESTRING(126.657808 45.80262, 126.6538245 45.8017001, 126.6529608 45.801293, 126.6508378 45.8006214, 126.6497378 45.800234)"
"4011","279766106","114","6790359120","6804285489","92.72371038779877","1",,,"5","LINESTRING(126.6497378 45.800234, 126.648992 45.7999754)"
"4012","279766106","114","6804285489","6326467137","761.7340971278613","1",,,"5","LINESTRING(126.648992 45.7999754, 126.6488825 45.7999371, 126.6465294 45.8002213, 126.6448598 45.8003317, 126.6440398 45.800294, 126.6433378 45.800082, 126.6429164 45.7998699, 126.6425315 45.7995975)"
"4013","279766106","114","6326467137","2839601124","2332.980753406756","1",,,"5","LINESTRING(126.6425315 45.7995975, 126.6412263 45.7984048, 126.6406065 45.7980799, 126.62699 45.7928526, 126.6264778 45.7927978, 126.626032 45.7928973, 126.6257531 45.7930498, 126.625547 45.7933065, 126.6254818 45.7935883, 126.6255077 45.7938066)"
"4014","294658225","112","2982507575","2982507576","305.2672486357739","1",,,"2.5","LINESTRING(126.5934464 45.7634404, 126.5955424 45.7622068)"
"4015","294658263","110","2982505173","2713933563","386.26958748500033","1",,,"1.6","LINESTRING(126.5981034 45.7647919, 126.596801 45.7625482)"
"4016","295108442","112","412475846","6312426072","237.59433489638545","1",,,"2.5","LINESTRING(126.5854593 45.7532817, 126.5835857 45.7525684)"
"4017","295108442","112","6312426072","412479103","107.94980194082606","1",,,"2.5","LINESTRING(126.5835857 45.7525684, 126.5834696 45.7526138, 126.5827747 45.7522887)"
"4018","295108442","112","412479103","6312426069","34.62319894775995","1",,,"2.5","LINESTRING(126.5827747 45.7522887, 126.5825166 45.7521676)"
"4019","295108442","112","6312426069","1177761308","249.75069499213967","1",,,"2.5","LINESTRING(126.5825166 45.7521676, 126.580683 45.7512655)"
"4020","299927238","106","8201601842","7478945673","312.135049036419","-1",,,"1.2","LINESTRING(126.7460495 45.7236619, 126.7433024 45.7240541)"
"4021","299927238","106","7478945673","9974267946","952.9210402968256","-1",,,"1.2","LINESTRING(126.7433024 45.7240541, 126.7394827 45.7245996, 126.7377884 45.7248415, 126.7349057 45.7252155)"
"4022","299927238","106","9974267946","8090739184","11.338187122123257","-1",,,"1.2","LINESTRING(126.7349057 45.7252155, 126.7348057 45.725229)"
"4023","299927238","106","8090739184","5270670383","76.55476906723288","-1",,,"1.2","LINESTRING(126.7348057 45.725229, 126.7341342 45.7253326)"
"4024","299927238","106","5270670383","334362019","118.51131445123981","-1",,,"1.2","LINESTRING(126.7341342 45.7253326, 126.7330918 45.7254836)"
"4025","299944792","104","4361620958","4361621035","436.7917693203331","-1",,,"1.1","LINESTRING(126.667619 45.7223034, 126.668157 45.7229454, 126.6684138 45.7232384, 126.6687834 45.7235207, 126.6690192 45.7236865, 126.6691999 45.723798, 126.6694426 45.723938, 126.6696811 45.7240449, 126.6702382 45.724271)"
"4026","299944794","104","402999317","8414526135","77.64614760343127","-1",,,"1.1","LINESTRING(126.6701901 45.7243842, 126.6697567 45.724236, 126.6695772 45.7241535)"
"4027","299944794","104","8414526135","6313054040","375.29501611350344","-1",,,"1.1","LINESTRING(126.6695772 45.7241535, 126.6694102 45.7240768, 126.6691835 45.7239448, 126.6689185 45.7237973, 126.6686393 45.7236176, 126.6682695 45.7233157, 126.6679915 45.7230187, 126.6674561 45.7223636)"
"4028","299984018","110","1179259722","5913132431","430.39702859477165","1",,,"1.6","LINESTRING(126.6793615 45.7261089, 126.6804309 45.7235151)"
"4029","299984018","110","5913132431","406449019","123.00177218292941","1",,,"1.6","LINESTRING(126.6804309 45.7235151, 126.680734 45.7227733)"
"4030","299984018","110","406449019","2538059769","199.77157271137682","1",,,"1.6","LINESTRING(126.680734 45.7227733, 126.6812263 45.7215685)"
"4031","299984018","110","2538059769","406449021","277.7476929032691","1",,,"1.6","LINESTRING(126.6812263 45.7215685, 126.6819108 45.7198934)"
"4032","299985320","108","9916570040","9916570085","14.408253637293122","1",,,"1.4","LINESTRING(126.6710583 45.7346404, 126.6710544 45.7345501)"
"4033","299985320","108","9916570085","9922079367","305.5615528863717","1",,,"1.4","LINESTRING(126.6710544 45.7345501, 126.6718327 45.7327128)"
"4034","299985320","108","9922079367","9922079362","15.744974835900253","1",,,"1.4","LINESTRING(126.6718327 45.7327128, 126.6718486 45.7326147)"
"4035","299985320","108","9922079362","2839601088","122.43842294684143","1",,,"1.4","LINESTRING(126.6718486 45.7326147, 126.6721816 45.731883)"
"4036","299985320","108","2839601088","2839601034","128.79629238021755","1",,,"1.4","LINESTRING(126.6721816 45.731883, 126.672509 45.7311084)"
"4037","299985320","108","2839601034","406447372","120.25194964840283","1",,,"1.4","LINESTRING(126.672509 45.7311084, 126.6728094 45.7303841)"
"4038","299985320","108","406447372","2839601162","414.7934084398596","1",,,"1.4","LINESTRING(126.6728094 45.7303841, 126.673863 45.7278892)"
"4039","299985320","108","2839601162","2477347689","403.49752162203106","1",,,"1.4","LINESTRING(126.673863 45.7278892, 126.6749737 45.7254806)"
"4040","299989875","108","1179259994","6627695238","369.7911254462714","1",,,"1.4","LINESTRING(126.6954942 45.7208526, 126.6953136 45.7222849, 126.6952011 45.7231627)"
"4041","299989875","108","6627695238","6627695247","168.5189699563727","1",,,"1.4","LINESTRING(126.6952011 45.7231627, 126.6951782 45.7233413, 126.6950426 45.7242137)"
"4042","299989875","108","6627695247","406451324","196.7302038591068","1",,,"1.4","LINESTRING(126.6950426 45.7242137, 126.6949993 45.7244922, 126.6947266 45.7254266)"
"4043","299989875","108","406451324","1179260039","249.96088989717904","1",,,"1.4","LINESTRING(126.6947266 45.7254266, 126.6943025 45.7269659)"
"4044","299989875","108","1179260039","1179260011","355.0616405874699","1",,,"1.4","LINESTRING(126.6943025 45.7269659, 126.6941966 45.7291912)"
"4045","300029217","110","406445417","9922079369","6.768195210156456","1",,,"1.6","LINESTRING(126.680794 45.7340197, 126.6807835 45.7339779)"
"4046","300029217","110","9922079369","9922079361","5.765403598019454","1",,,"1.6","LINESTRING(126.6807835 45.7339779, 126.6807745 45.7339423)"
"4047","300029217","110","9922079361","2839601344","171.7528148402818","1",,,"1.6","LINESTRING(126.6807745 45.7339423, 126.6805093 45.7328814)"
"4048","300029217","110","2839601344","406445419","158.49271047933013","1",,,"1.6","LINESTRING(126.6805093 45.7328814, 126.6802463 45.7319047)"
"4049","300159884","108","9916570052","9922077549","13.148345331009196","-1",,,"1.4","LINESTRING(126.6938749 45.7335764, 126.6938969 45.7336574)"
"4050","300159884","108","9922077549","9916570135","467.76102427780665","-1",,,"1.4","LINESTRING(126.6938969 45.7336574, 126.6946792 45.736539)"
"4051","300159884","108","9916570135","9916585800","426.73837599095134","-1",,,"1.4","LINESTRING(126.6946792 45.736539, 126.6953933 45.7391677)"
"4052","300159884","108","9916585800","2476825200","12.556519647576875","-1",,,"1.4","LINESTRING(126.6953933 45.7391677, 126.6954139 45.7392451)"
"4053","300159884","108","2476825200","9685599269","308.7374978870154","-1",,,"1.4","LINESTRING(126.6954139 45.7392451, 126.6954354 45.7393243, 126.6958939 45.7411515)"
"4054","300159884","108","9685599269","2477347647","141.45684385687906","-1",,,"1.4","LINESTRING(126.6958939 45.7411515, 126.6961352 45.7420222)"
"4057","300159884","108","5509696656","5509696641","78.81404310315477","-1",,,"1.4","LINESTRING(126.6964661 45.7432431, 126.6965222 45.7434668, 126.6965994 45.7437283)"
"4058","300159884","108","5509696641","5509696643","96.48265413607048","-1",,,"1.4","LINESTRING(126.6965994 45.7437283, 126.6967552 45.7443233)"
"4059","300159884","108","5509696643","9916563955","86.37795267388809","-1",,,"1.4","LINESTRING(126.6967552 45.7443233, 126.6969029 45.7448549)"
"4060","300159884","108","9916563955","3042566855","9.288613310848769","-1",,,"1.4","LINESTRING(126.6969029 45.7448549, 126.6969219 45.7449116)"
"4061","300159884","108","3042566855","5422104284","63.48017384772456","-1",,,"1.4","LINESTRING(126.6969219 45.7449116, 126.6970185 45.7453038)"
"4062","300159884","108","5422104284","5422386794","113.67659851444475","-1",,,"1.4","LINESTRING(126.6970185 45.7453038, 126.6971925 45.746006)"
"4063","300159884","108","5422386794","5422041881","12.870909408901746","-1",,,"1.4","LINESTRING(126.6971925 45.746006, 126.6972064 45.7460861)"
"4064","300159884","108","5422041881","5312968189","341.8061662313038","-1",,,"1.4","LINESTRING(126.6972064 45.7460861, 126.6978076 45.7481873)"
"4065","300159884","108","5312968189","3472714271","189.68448132209562","-1",,,"1.4","LINESTRING(126.6978076 45.7481873, 126.6981097 45.7493575)"
"4066","300163056","110","6625294516","8948717339","38.54933936639751","1",,,"1.6","LINESTRING(126.7041755 45.7295637, 126.704111 45.7293262)"
"4067","300163056","110","8948717339","6625294515","413.31648701796644","1",,,"1.6","LINESTRING(126.704111 45.7293262, 126.7034196 45.7267797)"
"4068","300163056","110","6625294515","406451996","175.0677826947894","1",,,"1.6","LINESTRING(126.7034196 45.7267797, 126.7032416 45.7256889)"
"4069","300163056","110","406451996","2839601340","519.0290383478631","1",,,"1.6","LINESTRING(126.7032416 45.7256889, 126.7027661 45.7224509)"
"4070","300163056","110","2839601340","2839601039","398.1186130060415","1",,,"1.6","LINESTRING(126.7027661 45.7224509, 126.702226 45.7199827)"
"4071","300163057","110","6625294512","8002887497","502.8647955970011","1",,,"1.6","LINESTRING(126.7031548 45.72691, 126.7011829 45.7271674, 126.699966 45.7272388, 126.6986779 45.7271894)"
"4072","300163057","110","8002887497","2471075940","15.184373684628543","1",,,"1.6","LINESTRING(126.6986779 45.7271894, 126.6985417 45.7271842)"
"4073","300259172","110","2469083121","677293254","38.31038188928768","1",,,"1.6","LINESTRING(126.6683113 45.751393, 126.6683052 45.7511529)"
"4074","300259172","110","677293254","3107953573","269.3487293213444","1",,,"1.6","LINESTRING(126.6683052 45.7511529, 126.6681374 45.7494686)"
"4075","300259172","110","3107953573","1632773341","196.62639385650638","1",,,"1.6","LINESTRING(126.6681374 45.7494686, 126.6679979 45.7482399)"
"4076","300259172","110","1632773341","3472721998","205.3573931296243","1",,,"1.6","LINESTRING(126.6679979 45.7482399, 126.6679086 45.7469541)"
"4077","300259172","110","3472721998","404625285","17.847888899903754","1",,,"1.6","LINESTRING(126.6679086 45.7469541, 126.6678972 45.7468425)"
"4078","300259172","110","404625285","404633326","21.105084032889863","1",,,"1.6","LINESTRING(126.6678972 45.7468425, 126.6678844 45.7467105)"
"4079","300259172","110","404633326","3472714258","19.241178916919644","1",,,"1.6","LINESTRING(126.6678844 45.7467105, 126.6678599 45.7465911)"
"4080","300407314","110","2503867787","6567782077","199.16090942995618","1",,,"1.6","LINESTRING(126.7215177 45.7339668, 126.7213274 45.7327251)"
"4081","300407314","110","6567782077","2575825333","213.59156157572005","1",,,"1.6","LINESTRING(126.7213274 45.7327251, 126.7211233 45.7313934)"
"4082","300407314","110","2575825333","9976220657","312.22177334010235","1",,,"1.6","LINESTRING(126.7211233 45.7313934, 126.720825 45.7294467)"
"4083","300407314","110","9976220657","2503867803","340.5010897712324","1",,,"1.6","LINESTRING(126.720825 45.7294467, 126.7208205 45.7294175, 126.7204997 45.7273236)"
"4084","300494199","104","1177761370","9906988351","110.49459645340642","-1",,,"1.1","LINESTRING(126.6570544 45.7463925, 126.6577942 45.7468543)"
"4085","300494199","104","9906988351","1171848183","12.811032976032942","-1",,,"1.1","LINESTRING(126.6577942 45.7468543, 126.6578799 45.7469079)"
"4086","300524855","108","1171848196","2504900697","343.9676903673","-1",,,"1.4","LINESTRING(126.6550701 45.7615784, 126.6574607 45.7602126)"
"4087","300524855","108","2504900697","2839601105","142.46934426546227","-1",,,"1.4","LINESTRING(126.6574607 45.7602126, 126.6584604 45.7596551)"
"4088","300524855","108","2839601105","3107941959","126.25531860876941","-1",,,"1.4","LINESTRING(126.6584604 45.7596551, 126.6593266 45.7591443)"
"4089","300524855","108","3107941959","2476377878","311.6948762941102","-1",,,"1.4","LINESTRING(126.6593266 45.7591443, 126.6619663 45.7584928)"
"4090","300524855","108","2476377878","5777433493","48.377159372710416","-1",,,"1.4","LINESTRING(126.6619663 45.7584928, 126.6623698 45.7583802)"
"4091","300524855","108","5777433493","5507719904","308.0428016923239","-1",,,"1.4","LINESTRING(126.6623698 45.7583802, 126.6635673 45.7580955, 126.6649775 45.7577346)"
"4092","300524855","108","5507719904","9906988412","65.22566163346228","-1",,,"1.4","LINESTRING(126.6649775 45.7577346, 126.6655623 45.7577092)"
"4093","300524855","108","9906988412","5507719907","366.6058172519618","-1",,,"1.4","LINESTRING(126.6655623 45.7577092, 126.666212 45.7576472, 126.6688421 45.7575092)"
"4094","300525272","110","9906988317","9906988318","203.876572267714","1",,,"1.6","LINESTRING(126.6653162 45.7613905, 126.6652157 45.7601147)"
"4095","300525272","110","9906988318","9906988396","360.7016169768703","1",,,"1.6","LINESTRING(126.6652157 45.7601147, 126.6649869 45.7578597)"
"4096","300525272","110","9906988396","5507719904","19.987576808914877","1",,,"1.6","LINESTRING(126.6649869 45.7578597, 126.6649775 45.7577346)"
"4097","300525272","110","5507719904","3107941954","218.51621255476707","1",,,"1.6","LINESTRING(126.6649775 45.7577346, 126.6648506 45.7563679)"
"4098","300525272","110","3107941954","2839601171","205.93799640411123","1",,,"1.6","LINESTRING(126.6648506 45.7563679, 126.6647275 45.75508)"
"4099","300525272","110","2839601171","3107953600","93.88429836079892","1",,,"1.6","LINESTRING(126.6647275 45.75508, 126.6646748 45.7544927)"
"4100","300525272","110","3107953600","2476377864","106.31904124923018","1",,,"1.6","LINESTRING(126.6646748 45.7544927, 126.6646067 45.753828)"
"4101","300525272","110","2476377864","3107953589","96.07854775389205","1",,,"1.6","LINESTRING(126.6646067 45.753828, 126.6645435 45.7532274)"
"4102","300525272","110","3107953589","3107953585","98.94977469026065","1",,,"1.6","LINESTRING(126.6645435 45.7532274, 126.6644901 45.7526083)"
"4103","300525272","110","3107953585","9907928856","191.5558504439205","1",,,"1.6","LINESTRING(126.6644901 45.7526083, 126.6643837 45.7514099)"
"4104","300525272","110","9907928856","9907928855","18.541576861427263","1",,,"1.6","LINESTRING(126.6643837 45.7514099, 126.6643734 45.7512939)"
"4105","300525272","110","9907928855","1171848056","57.71485746094648","1",,,"1.6","LINESTRING(126.6643734 45.7512939, 126.6643071 45.7509351)"
"4106","300525272","110","1171848056","3107953575","202.2674137204898","1",,,"1.6","LINESTRING(126.6643071 45.7509351, 126.6642288 45.7496684)"
"4107","300525272","110","3107953575","5913132479","102.90299884791594","1",,,"1.6","LINESTRING(126.6642288 45.7496684, 126.6641715 45.7490246)"
"4108","300525272","110","5913132479","1171848365","94.3663429740161","1",,,"1.6","LINESTRING(126.6641715 45.7490246, 126.664119 45.7484342)"
"4109","300525272","110","1171848365","5913132490","102.9166541292315","1",,,"1.6","LINESTRING(126.664119 45.7484342, 126.6640617 45.7477903)"
"4110","300525272","110","5913132490","2476377858","104.46133412092064","1",,,"1.6","LINESTRING(126.6640617 45.7477903, 126.6639997 45.7471369)"
"4111","300525448","110","401257640","8414754184","34.68485203190202","1",,,"1.6","LINESTRING(126.6687465 45.7632815, 126.668785 45.7630658)"
"4112","300525448","110","8414754184","3045969240","296.8312527075823","1",,,"1.6","LINESTRING(126.668785 45.7630658, 126.6692413 45.761233)"
"4113","300525448","110","3045969240","9906988398","555.555785648995","1",,,"1.6","LINESTRING(126.6692413 45.761233, 126.6688553 45.7577616)"
"4114","300525448","110","9906988398","5507719917","15.620382069166983","1",,,"1.6","LINESTRING(126.6688553 45.7577616, 126.6688558 45.7576637)"
"4115","300525448","110","5507719917","5507719907","24.698083314660728","1",,,"1.6","LINESTRING(126.6688558 45.7576637, 126.6688421 45.7575092)"
"4116","300525448","110","5507719907","2839601347","415.7108576022109","1",,,"1.6","LINESTRING(126.6688421 45.7575092, 126.6686318 45.7549078)"
"4117","300527943","110","3046327616","1171848231","54.4974170985718","1",,,"1.6","LINESTRING(126.6586945 45.7513508, 126.6587634 45.751689)"
"4118","300527943","110","1171848231","5913132464","191.90506332422046","1",,,"1.6","LINESTRING(126.6587634 45.751689, 126.6588695 45.7528896)"
"4119","300527943","110","5913132464","3046296578","67.0891792301619","1",,,"1.6","LINESTRING(126.6588695 45.7528896, 126.6589021 45.7533095)"
"4120","300527943","110","3046296578","2476377868","124.00173989493868","1",,,"1.6","LINESTRING(126.6589021 45.7533095, 126.6589623 45.7540856)"
"4121","300527943","110","2476377868","2839601219","198.80794233194464","1",,,"1.6","LINESTRING(126.6589623 45.7540856, 126.6590658 45.7553296)"
"4122","300527943","110","2839601219","5913132527","86.6489679569975","1",,,"1.6","LINESTRING(126.6590658 45.7553296, 126.6591215 45.7558713)"
"4123","300527943","110","5913132527","406130944","82.69778221046117","1",,,"1.6","LINESTRING(126.6591215 45.7558713, 126.6591658 45.7563887)"
"4124","300527943","110","406130944","9906988388","15.695669973269393","1",,,"1.6","LINESTRING(126.6591658 45.7563887, 126.6591742 45.7564869)"
"4125","300527943","110","9906988388","3107941957","18.013689611409337","1",,,"1.6","LINESTRING(126.6591742 45.7564869, 126.6591839 45.7565996)"
"4126","300527943","110","3107941957","3107941959","406.32746217110537","1",,,"1.6","LINESTRING(126.6591839 45.7565996, 126.6593266 45.7591443)"
"4127","300527945","110","9907928856","3662201590","286.1558910719327","1",,,"1.6","LINESTRING(126.6643837 45.7514099, 126.6618196 45.7515372)"
"4128","300527945","110","3662201590","3662201591","59.76244586224835","1",,,"1.6","LINESTRING(126.6618196 45.7515372, 126.6612841 45.7515638)"
"4129","300527945","110","3662201591","1171848231","281.3130347676622","1",,,"1.6","LINESTRING(126.6612841 45.7515638, 126.6587634 45.751689)"
"4130","300527945","110","1171848231","9905394676","59.001726381877276","1",,,"1.6","LINESTRING(126.6587634 45.751689, 126.6582347 45.7517151)"
"4131","300555657","108","3046296578","5913132466","91.32427517029886","1",,,"1.4","LINESTRING(126.6589021 45.7533095, 126.6582992 45.7529213)"
"4132","300555657","108","5913132466","9066287225","132.56142225902303","1",,,"1.4","LINESTRING(126.6582992 45.7529213, 126.6574144 45.7523652)"
"4133","300555657","108","9066287225","3107941947","173.59670580356786","1",,,"1.4","LINESTRING(126.6574144 45.7523652, 126.6562291 45.7516581)"
"4134","300555657","108","3107941947","3107941946","188.1151644639065","1",,,"1.4","LINESTRING(126.6562291 45.7516581, 126.6549661 45.7508747)"
"4135","300555657","108","3107941946","9906988369","172.21602151552335","1",,,"1.4","LINESTRING(126.6549661 45.7508747, 126.6538133 45.7501548)"
